Wall time,Step,Value
1574816801.5454452,2320001,9.649999618530273
1574816840.9298716,2330001,9.850000381469727
1574816880.2722435,2340001,10.0600004196167
1574816919.5515385,2350001,10.34000015258789
1574816958.837583,2360001,10.550000190734863
1574816998.3287537,2370001,10.489999771118164
1574817038.0750456,2380001,10.569999694824219
1574817077.7490659,2390001,10.829999923706055
1574817117.2079132,2400001,10.890000343322754
1574817156.7387514,2410001,11.020000457763672
1574817196.4739819,2420001,11.239999771118164
1574817235.3335748,2430001,11.399999618530273
1574817274.9718132,2440001,11.529999732971191
1574817314.4367666,2450001,11.670000076293945
1574817353.7514958,2460001,11.630000114440918
1574817393.0420687,2470001,11.600000381469727
1574817432.7788475,2480001,11.819999694824219
1574817472.1425047,2490001,11.84000015258789
1574817511.56922,2500001,11.979999542236328
1574817551.0034049,2510001,12.010000228881836
1574817590.787394,2520001,11.949999809265137
1574817630.6812105,2530001,11.869999885559082
1574817670.1718357,2540001,11.949999809265137
1574817709.572051,2550001,12.069999694824219
1574817749.0356915,2560001,12.109999656677246
1574817788.8807352,2570001,12.260000228881836
1574817828.2257977,2580001,12.239999771118164
1574817867.6966925,2590001,12.609999656677246
1574817907.063868,2600001,12.670000076293945
1574817946.6110778,2610001,12.930000305175781
1574817985.8855836,2620001,13.039999961853027
1574818025.6021566,2630001,13.010000228881836
1574818064.3058894,2640001,13.25
1574818103.550333,2650001,13.359999656677246
1574818142.949553,2660001,13.380000114440918
1574818182.1033125,2670001,13.350000381469727
1574818221.352916,2680001,13.479999542236328
1574818260.937509,2690001,13.380000114440918
1574818300.6370096,2700001,13.40999984741211
1574818339.9597223,2710001,13.4399995803833
1574818379.5064926,2720001,13.59000015258789
1574818419.0790966,2730001,13.739999771118164
1574818458.5634499,2740001,13.649999618530273
1574818498.0781817,2750001,13.4399995803833
1574818537.3472,2760001,13.4399995803833
1574818576.9383526,2770001,13.569999694824219
1574818616.4218466,2780001,13.770000457763672
1574818655.5644972,2790001,13.829999923706055
1574818695.2200227,2800001,13.84000015258789
1574818734.7038054,2810001,13.930000305175781
1574818774.260295,2820001,14.130000114440918
1574818813.8656306,2830001,14.40999984741211
1574818853.1985972,2840001,14.569999694824219
1574818892.6791413,2850001,14.569999694824219
1574818932.3347216,2860001,14.600000381469727
1574818971.7532277,2870001,14.760000228881836
1574819011.3468647,2880001,14.770000457763672
1574819050.8180377,2890001,14.6899995803833
1574819090.230275,2900001,14.6899995803833
1574819129.9006844,2910001,14.760000228881836
1574819169.194229,2920001,14.600000381469727
1574819208.95244,2930001,14.630000114440918
1574819248.0772514,2940001,14.760000228881836
1574819287.4629493,2950001,14.65999984741211
1574819326.99563,2960001,14.8100004196167
1574819366.8889608,2970001,14.8100004196167
1574819405.9729238,2980001,14.930000305175781
1574819445.4587934,2990001,15.100000381469727
